sourceID,targetID,source,relationship
D:33,ORPHA:19,merged_by_name,disease_exact
D:34,OMIM:610006,merged_by_name,disease_exact
D:34,ORPHA:79157,merged_by_name,disease_exact
D:35,ORPHA:261295,merged_by_name,disease_exact
D:36,ORPHA:313781,merged_by_name,disease_exact
D:37,ORPHA:444051,merged_by_name,disease_exact
D:38,ORPHA:363659,merged_by_name,disease_exact
D:39,ORPHA:261311,merged_by_name,disease_exact
D:40,ORPHA:574,merged_by_name,disease_exact
D:41,ORPHA:261323,merged_by_name,disease_exact
D:42,DECIPHER:16,merged_by_name,disease_exact
D:43,OMIM:125520,merged_by_name,disease_exact
D:43,OMIM:188400,merged_by_name,disease_exact
D:43,OMIM:192430,merged_by_name,disease_exact
D:43,ORPHA:1166,merged_by_name,disease_exact
D:43,ORPHA:567,merged_by_name,disease_exact
D:44,DECIPHER:72,merged_by_name,disease_exact
D:45,DECIPHER:20,merged_by_name,disease_exact
D:46,ORPHA:363680,merged_by_name,disease_exact
D:47,DECIPHER:70,merged_by_name,disease_exact
D:48,ORPHA:163693,merged_by_name,disease_exact
D:49,ORPHA:369881,merged_by_name,disease_exact
D:50,ORPHA:699850,merged_by_name,disease_exact
D:51,ORPHA:684742,merged_by_name,disease_exact
D:52,ORPHA:228402,merged_by_name,disease_exact
D:53,ORPHA:313947,merged_by_name,disease_exact
D:54,ORPHA:251014,merged_by_name,disease_exact
D:55,DECIPHER:51,merged_by_name,disease_exact
D:56,DECIPHER:44,merged_by_name,disease_exact
D:56,OMIM:600430,merged_by_name,disease_exact
D:56,ORPHA:1001,merged_by_name,disease_exact
D:57,OMIM:250951,merged_by_name,disease_exact
D:57,ORPHA:67048,merged_by_name,disease_exact
D:58,OMIM:246450,merged_by_name,disease_exact
D:58,ORPHA:20,merged_by_name,disease_exact
D:59,OMIM:231530,merged_by_name,disease_exact
D:59,ORPHA:309127,merged_by_name,disease_exact
D:60,OMIM:250620,merged_by_name,disease_exact
D:60,ORPHA:88639,merged_by_name,disease_exact
D:61,OMIM:236795,merged_by_name,disease_exact
D:61,ORPHA:939,merged_by_name,disease_exact
D:62,OMIM:273750,merged_by_name,disease_exact
D:63,OMIM:612921,merged_by_name,disease_exact
D:64,OMIM:614205,merged_by_name,disease_exact
D:65,OMIM:210200,merged_by_name,disease_exact
D:66,OMIM:210210,merged_by_name,disease_exact
D:67,ORPHA:6,merged_by_name,disease_exact
D:68,ORPHA:289902,merged_by_name,disease_exact
D:69,OMIM:616271,merged_by_name,disease_exact
D:69,ORPHA:445038,merged_by_name,disease_exact
D:70,OMIM:614739,merged_by_name,disease_exact
D:70,ORPHA:352328,merged_by_name,disease_exact
D:71,OMIM:250950,merged_by_name,disease_exact
D:71,ORPHA:67046,merged_by_name,disease_exact
D:72,OMIM:258501,merged_by_name,disease_exact
D:72,ORPHA:67047,merged_by_name,disease_exact
D:73,OMIM:617698,merged_by_name,disease_exact
D:73,ORPHA:505216,merged_by_name,disease_exact
D:74,OMIM:610198,merged_by_name,disease_exact
D:74,ORPHA:66634,merged_by_name,disease_exact
D:75,OMIM:619835,merged_by_name,disease_exact
D:76,OMIM:617248,merged_by_name,disease_exact
D:76,ORPHA:505208,merged_by_name,disease_exact
D:77,ORPHA:7,merged_by_name,disease_exact
D:78,ORPHA:2616,merged_by_name,disease_exact
D:79,ORPHA:2506,merged_by_name,disease_exact
D:79,ORPHA:293843,merged_by_name,disease_exact
D:80,OMIM:257920,merged_by_name,disease_exact
D:81,OMIM:265050,merged_by_name,disease_exact
D:82,OMIM:248340,merged_by_name,disease_exact
D:83,ORPHA:435638,merged_by_name,disease_exact
D:84,ORPHA:96095,merged_by_name,disease_exact
D:85,ORPHA:356947,merged_by_name,disease_exact
D:86,ORPHA:695611,merged_by_name,disease_exact
D:87,ORPHA:397695,merged_by_name,disease_exact
D:88,ORPHA:1772,merged_by_name,disease_exact
D:89,OMIM:273250,merged_by_name,disease_exact
D:89,ORPHA:983,merged_by_name,disease_exact
D:90,ORPHA:2982,merged_by_name,disease_exact
D:91,ORPHA:98078,merged_by_name,disease_exact
D:92,ORPHA:325093,merged_by_name,disease_exact
D:93,ORPHA:325099,merged_by_name,disease_exact
D:94,ORPHA:90776,merged_by_name,disease_exact
D:95,ORPHA:325061,merged_by_name,disease_exact
D:96,ORPHA:91144,merged_by_name,disease_exact
D:97,ORPHA:2973,merged_by_name,disease_exact
D:98,ORPHA:325055,merged_by_name,disease_exact
D:99,ORPHA:243,merged_by_name,disease_exact
D:100,ORPHA:2138,merged_by_name,disease_exact
D:101,OMIM:278850,merged_by_name,disease_exact
D:102,OMIM:300833,merged_by_name,disease_exact
D:103,OMIM:617480,merged_by_name,disease_exact
D:104,OMIM:618901,merged_by_name,disease_exact
D:105,OMIM:611812,merged_by_name,disease_exact
D:105,ORPHA:139466,merged_by_name,disease_exact
D:106,ORPHA:393,merged_by_name,disease_exact
D:107,ORPHA:242,merged_by_name,disease_exact
D:108,ORPHA:98085,merged_by_name,disease_exact
D:109,ORPHA:325511,merged_by_name,disease_exact
D:110,ORPHA:98086,merged_by_name,disease_exact
D:111,ORPHA:90783,merged_by_name,disease_exact
D:112,ORPHA:90786,merged_by_name,disease_exact
D:113,ORPHA:325357,merged_by_name,disease_exact
D:114,ORPHA:90796,merged_by_name,disease_exact
D:115,ORPHA:90787,merged_by_name,disease_exact
D:116,ORPHA:325537,merged_by_name,disease_exact
D:117,ORPHA:325351,merged_by_name,disease_exact
D:118,ORPHA:325632,merged_by_name,disease_exact
D:119,ORPHA:443090,merged_by_name,disease_exact
D:120,ORPHA:325118,merged_by_name,disease_exact
D:121,ORPHA:325345,merged_by_name,disease_exact
D:122,ORPHA:251510,merged_by_name,disease_exact
D:123,OMIM:616425,merged_by_name,disease_exact
D:124,OMIM:154230,merged_by_name,disease_exact
D:125,OMIM:613762,merged_by_name,disease_exact
D:126,OMIM:233420,merged_by_name,disease_exact
D:127,OMIM:614279,merged_by_name,disease_exact
D:127,ORPHA:443087,merged_by_name,disease_exact
D:128,OMIM:616067,merged_by_name,disease_exact
D:129,OMIM:400045,merged_by_name,disease_exact
D:130,OMIM:607080,merged_by_name,disease_exact
D:130,ORPHA:168563,merged_by_name,disease_exact
D:131,OMIM:400044,merged_by_name,disease_exact
D:132,OMIM:612965,merged_by_name,disease_exact
D:133,OMIM:613080,merged_by_name,disease_exact
D:134,ORPHA:96263,merged_by_name,disease_exact
D:135,ORPHA:10,merged_by_name,disease_exact
D:136,ORPHA:99329,merged_by_name,disease_exact
D:137,ORPHA:96264,merged_by_name,disease_exact
D:138,ORPHA:261534,merged_by_name,disease_exact
D:139,ORPHA:99330,merged_by_name,disease_exact
D:140,ORPHA:289494,merged_by_name,disease_exact
D:141,ORPHA:96072,merged_by_name,disease_exact
D:142,ORPHA:502437,merged_by_name,disease_exact
D:143,OMIM:260005,merged_by_name,disease_exact
D:143,ORPHA:33572,merged_by_name,disease_exact
D:144,ORPHA:217064,merged_by_name,disease_exact
D:145,ORPHA:228384,merged_by_name,disease_exact
D:146,ORPHA:261584,merged_by_name,disease_exact
D:147,ORPHA:228415,merged_by_name,disease_exact
D:148,OMIM:172150,merged_by_name,disease_exact
D:149,OMIM:619199,merged_by_name,disease_exact
D:149,ORPHA:99135,merged_by_name,disease_exact
D:150,ORPHA:251046,merged_by_name,disease_exact
D:151,ORPHA:75857,merged_by_name,disease_exact
D:152,ORPHA:171829,merged_by_name,disease_exact
D:153,ORPHA:664404,merged_by_name,disease_exact
D:154,ORPHA:314034,merged_by_name,disease_exact
D:155,DECIPHER:43,merged_by_name,disease_exact
D:156,ORPHA:251061,merged_by_name,disease_exact
D:157,ORPHA:96092,merged_by_name,disease_exact
D:158,ORPHA:251066,merged_by_name,disease_exact
D:159,DECIPHER:39,merged_by_name,disease_exact
D:160,DECIPHER:85,merged_by_name,disease_exact
D:160,ORPHA:251076,merged_by_name,disease_exact
D:161,ORPHA:251071,merged_by_name,disease_exact
D:162,ORPHA:228399,merged_by_name,disease_exact
D:163,ORPHA:324313,merged_by_name,disease_exact
D:164,DECIPHER:52,merged_by_name,disease_exact
D:164,ORPHA:261494,merged_by_name,disease_exact
D:164,ORPHA:96147,merged_by_name,disease_exact
D:165,ORPHA:531151,merged_by_name,disease_exact
D:166,ORPHA:401923,merged_by_name,disease_exact
D:167,ORPHA:495818,merged_by_name,disease_exact
D:168,ORPHA:85445,merged_by_name,disease_exact
D:169,ORPHA:93560,merged_by_name,disease_exact
D:170,ORPHA:238269,merged_by_name,disease_exact
D:171,ORPHA:439232,merged_by_name,disease_exact
D:172,OMIM:305400,merged_by_name,disease_exact
D:172,ORPHA:915,merged_by_name,disease_exact
D:173,OMIM:147800,merged_by_name,disease_exact
D:173,ORPHA:916,merged_by_name,disease_exact
D:174,OMIM:600501,merged_by_name,disease_exact
D:174,ORPHA:918,merged_by_name,disease_exact
D:175,OMIM:605552,merged_by_name,disease_exact
D:176,OMIM:615812,merged_by_name,disease_exact
D:177,OMIM:618620,merged_by_name,disease_exact
D:178,OMIM:605572,merged_by_name,disease_exact
D:179,OMIM:100200,merged_by_name,disease_exact
D:180,ORPHA:324723,merged_by_name,disease_exact
D:181,ORPHA:100006,merged_by_name,disease_exact
D:182,ORPHA:324708,merged_by_name,disease_exact
D:183,ORPHA:324713,merged_by_name,disease_exact
D:184,ORPHA:439246,merged_by_name,disease_exact
D:185,ORPHA:324718,merged_by_name,disease_exact
D:186,ORPHA:324703,merged_by_name,disease_exact
D:187,OMIM:200100,merged_by_name,disease_exact
D:187,ORPHA:14,merged_by_name,disease_exact
D:188,OMIM:200110,merged_by_name,disease_exact
D:188,ORPHA:920,merged_by_name,disease_exact
D:189,OMIM:261990,merged_by_name,disease_exact
D:189,ORPHA:2891,merged_by_name,disease_exact
D:190,ORPHA:99089,merged_by_name,disease_exact
D:191,ORPHA:99050,merged_by_name,disease_exact
D:192,ORPHA:1138,merged_by_name,disease_exact
D:193,ORPHA:2310,merged_by_name,disease_exact
D:194,ORPHA:99112,merged_by_name,disease_exact
D:195,ORPHA:980,merged_by_name,disease_exact
D:196,ORPHA:180142,merged_by_name,disease_exact
D:197,OMIM:200130,merged_by_name,disease_exact
D:197,ORPHA:2985,merged_by_name,disease_exact
D:198,ORPHA:3016,merged_by_name,disease_exact
D:199,ORPHA:2951,merged_by_name,disease_exact
D:200,OMIM:601027,merged_by_name,disease_exact
D:200,ORPHA:3328,merged_by_name,disease_exact
D:201,ORPHA:945,merged_by_name,disease_exact
D:202,ORPHA:79468,merged_by_name,disease_exact
D:203,OMIM:100600,merged_by_name,disease_exact
D:204,OMIM:200170,merged_by_name,disease_exact
D:205,ORPHA:90301,merged_by_name,disease_exact
D:206,OMIM:614097,merged_by_name,disease_exact
D:206,ORPHA:926,merged_by_name,disease_exact
D:207,OMIM:619959,merged_by_name,disease_exact
D:208,ORPHA:99061,merged_by_name,disease_exact
D:209,ORPHA:674,merged_by_name,disease_exact
D:210,ORPHA:95462,merged_by_name,disease_exact
D:211,OMIM:604290,merged_by_name,disease_exact
D:211,ORPHA:48818,merged_by_name,disease_exact
D:212,ORPHA:99736,merged_by_name,disease_exact
D:213,OMIM:200300,merged_by_name,disease_exact
D:214,OMIM:614055,merged_by_name,disease_exact
D:215,OMIM:613933,merged_by_name,disease_exact
D:216,OMIM:243400,merged_by_name,disease_exact
D:217,OMIM:200400,merged_by_name,disease_exact
D:218,OMIM:231550,merged_by_name,disease_exact
D:218,ORPHA:869,merged_by_name,disease_exact
D:219,ORPHA:99777,merged_by_name,disease_exact
D:220,OMIM:200450,merged_by_name,disease_exact
D:220,ORPHA:929,merged_by_name,disease_exact
D:221,OMIM:621123,merged_by_name,disease_exact
D:222,OMIM:100700,merged_by_name,disease_exact
D:223,OMIM:200500,merged_by_name,disease_exact
D:223,ORPHA:931,merged_by_name,disease_exact
D:224,ORPHA:932,merged_by_name,disease_exact
D:225,OMIM:200600,merged_by_name,disease_exact
D:225,ORPHA:93299,merged_by_name,disease_exact
D:226,OMIM:600972,merged_by_name,disease_exact
D:226,ORPHA:93298,merged_by_name,disease_exact
D:227,OMIM:200610,merged_by_name,disease_exact
D:227,ORPHA:93296,merged_by_name,disease_exact
D:228,OMIM:100800,merged_by_name,disease_exact
D:228,ORPHA:15,merged_by_name,disease_exact
D:229,OMIM:616482,merged_by_name,disease_exact
D:229,ORPHA:85165,merged_by_name,disease_exact
D:230,OMIM:200900,merged_by_name,disease_exact
D:230,ORPHA:935,merged_by_name,disease_exact
D:231,OMIM:100820,merged_by_name,disease_exact
D:232,ORPHA:49382,merged_by_name,disease_exact
D:233,OMIM:216900,merged_by_name,disease_exact
D:234,OMIM:262300,merged_by_name,disease_exact
D:235,OMIM:613856,merged_by_name,disease_exact
D:236,OMIM:616517,merged_by_name,disease_exact
D:237,ORPHA:618899,merged_by_name,disease_exact
D:238,OMIM:615961,merged_by_name,disease_exact
D:238,ORPHA:140941,merged_by_name,disease_exact
D:239,ORPHA:424046,merged_by_name,disease_exact
D:240,ORPHA:695131,merged_by_name,disease_exact
D:241,ORPHA:40366,merged_by_name,disease_exact
D:242,OMIM:200970,merged_by_name,disease_exact
D:242,ORPHA:2561,merged_by_name,disease_exact
D:242,ORPHA:79099,merged_by_name,disease_exact
D:243,OMIM:142690,merged_by_name,disease_exact
D:244,OMIM:613736,merged_by_name,disease_exact
D:245,OMIM:613737,merged_by_name,disease_exact
D:246,ORPHA:209013,merged_by_name,disease_exact
D:247,ORPHA:90065,merged_by_name,disease_exact
D:248,OMIM:300909,merged_by_name,disease_exact
D:248,ORPHA:91385,merged_by_name,disease_exact
D:249,ORPHA:100056,merged_by_name,disease_exact
D:250,ORPHA:100055,merged_by_name,disease_exact
D:251,ORPHA:528663,merged_by_name,disease_exact
D:252,ORPHA:95626,merged_by_name,disease_exact
D:253,ORPHA:247242,merged_by_name,disease_exact
D:254,ORPHA:101963,merged_by_name,disease_exact
D:255,ORPHA:454700,merged_by_name,disease_exact
D:256,ORPHA:228285,merged_by_name,disease_exact
D:257,ORPHA:404514,merged_by_name,disease_exact
D:258,ORPHA:228218,merged_by_name,disease_exact
D:259,ORPHA:228221,merged_by_name,disease_exact
D:260,ORPHA:228224,merged_by_name,disease_exact
D:261,ORPHA:675597,merged_by_name,disease_exact
D:262,ORPHA:599490,merged_by_name,disease_exact
D:263,ORPHA:599495,merged_by_name,disease_exact
D:264,ORPHA:599501,merged_by_name,disease_exact
D:265,ORPHA:599507,merged_by_name,disease_exact
D:266,ORPHA:599513,merged_by_name,disease_exact
D:267,ORPHA:79086,merged_by_name,disease_exact
D:268,ORPHA:158057,merged_by_name,disease_exact
D:269,ORPHA:599480,merged_by_name,disease_exact
D:270,ORPHA:599485,merged_by_name,disease_exact
D:271,ORPHA:576360,merged_by_name,disease_exact
D:272,ORPHA:2221,merged_by_name,disease_exact
D:273,ORPHA:689401,merged_by_name,disease_exact
D:274,ORPHA:454,merged_by_name,disease_exact
D:275,ORPHA:75564,merged_by_name,disease_exact
D:276,ORPHA:310050,merged_by_name,disease_exact
D:277,ORPHA:37559,merged_by_name,disease_exact
D:278,ORPHA:98307,merged_by_name,disease_exact
D:279,ORPHA:464453,merged_by_name,disease_exact
D:280,ORPHA:91136,merged_by_name,disease_exact
D:281,ORPHA:98506,merged_by_name,disease_exact
D:282,ORPHA:98494,merged_by_name,disease_exact
D:283,ORPHA:178996,merged_by_name,disease_exact
D:284,ORPHA:79087,merged_by_name,disease_exact
D:285,ORPHA:221114,merged_by_name,disease_exact
D:286,ORPHA:182086,merged_by_name,disease_exact
D:287,ORPHA:95502,merged_by_name,disease_exact
D:288,ORPHA:314697,merged_by_name,disease_exact
D:289,ORPHA:26348,merged_by_name,disease_exact
D:290,ORPHA:228247,merged_by_name,disease_exact
D:291,ORPHA:49566,merged_by_name,disease_exact
D:292,ORPHA:485275,merged_by_name,disease_exact
D:293,ORPHA:238547,merged_by_name,disease_exact
D:294,ORPHA:208984,merged_by_name,disease_exact
D:295,ORPHA:206638,merged_by_name,disease_exact
D:296,ORPHA:99147,merged_by_name,disease_exact
D:297,ORPHA:90396,merged_by_name,disease_exact
D:298,ORPHA:281127,merged_by_name,disease_exact
D:299,OMIM:200990,merged_by_name,disease_exact
D:299,ORPHA:36,merged_by_name,disease_exact
D:300,OMIM:607778,merged_by_name,disease_exact
D:300,ORPHA:63446,merged_by_name,disease_exact
D:301,OMIM:200995,merged_by_name,disease_exact
D:301,ORPHA:221054,merged_by_name,disease_exact
D:302,OMIM:201050,merged_by_name,disease_exact
D:302,ORPHA:949,merged_by_name,disease_exact
D:303,OMIM:201100,merged_by_name,disease_exact
D:303,ORPHA:37,merged_by_name,disease_exact
D:304,ORPHA:950,merged_by_name,disease_exact
D:305,OMIM:101800,merged_by_name,disease_exact
D:306,OMIM:614613,merged_by_name,disease_exact
D:307,ORPHA:2956,merged_by_name,disease_exact
D:308,ORPHA:364574,merged_by_name,disease_exact
D:309,OMIM:154400,merged_by_name,disease_exact
D:309,ORPHA:245,merged_by_name,disease_exact
D:310,OMIM:201170,merged_by_name,disease_exact
D:310,ORPHA:1788,merged_by_name,disease_exact
D:311,OMIM:101805,merged_by_name,disease_exact
D:311,ORPHA:1786,merged_by_name,disease_exact
D:312,OMIM:616462,merged_by_name,disease_exact
D:313,ORPHA:64542,merged_by_name,disease_exact
D:314,OMIM:601829,merged_by_name,disease_exact
D:314,ORPHA:1787,merged_by_name,disease_exact
D:315,ORPHA:1784,merged_by_name,disease_exact
D:316,OMIM:201180,merged_by_name,disease_exact
D:317,OMIM:239710,merged_by_name,disease_exact
D:317,ORPHA:2211,merged_by_name,disease_exact
D:318,OMIM:201200,merged_by_name,disease_exact
D:318,ORPHA:2500,merged_by_name,disease_exact
D:319,ORPHA:79356,merged_by_name,disease_exact
D:320,OMIM:101840,merged_by_name,disease_exact
D:321,OMIM:101850,merged_by_name,disease_exact
D:321,ORPHA:38,merged_by_name,disease_exact
D:322,OMIM:101900,merged_by_name,disease_exact
D:322,ORPHA:79151,merged_by_name,disease_exact
D:323,OMIM:102000,merged_by_name,disease_exact
D:324,OMIM:102100,merged_by_name,disease_exact
D:325,OMIM:102150,merged_by_name,disease_exact
D:325,ORPHA:965,merged_by_name,disease_exact
D:326,ORPHA:963,merged_by_name,disease_exact
D:327,ORPHA:964,merged_by_name,disease_exact
D:328,ORPHA:39,merged_by_name,disease_exact
D:329,ORPHA:93436,merged_by_name,disease_exact
D:330,OMIM:603671,merged_by_name,disease_exact
D:330,ORPHA:1827,merged_by_name,disease_exact
D:331,ORPHA:93437,merged_by_name,disease_exact
D:332,OMIM:200700,merged_by_name,disease_exact
D:332,ORPHA:2098,merged_by_name,disease_exact
D:333,OMIM:619636,merged_by_name,disease_exact
D:334,OMIM:609441,merged_by_name,disease_exact
D:335,OMIM:201250,merged_by_name,disease_exact
D:335,ORPHA:968,merged_by_name,disease_exact
D:336,OMIM:602875,merged_by_name,disease_exact
D:336,ORPHA:40,merged_by_name,disease_exact
D:337,OMIM:102350,merged_by_name,disease_exact
D:338,OMIM:102370,merged_by_name,disease_exact
D:338,ORPHA:969,merged_by_name,disease_exact
D:339,OMIM:102400,merged_by_name,disease_exact
D:340,OMIM:264475,merged_by_name,disease_exact
D:340,ORPHA:2980,merged_by_name,disease_exact
D:341,OMIM:605967,merged_by_name,disease_exact
D:341,ORPHA:85203,merged_by_name,disease_exact
D:342,ORPHA:956,merged_by_name,disease_exact
D:343,OMIM:102510,merged_by_name,disease_exact
D:343,ORPHA:957,merged_by_name,disease_exact
D:344,OMIM:102520,merged_by_name,disease_exact
D:344,ORPHA:971,merged_by_name,disease_exact
D:345,OMIM:201310,merged_by_name,disease_exact
D:346,OMIM:200980,merged_by_name,disease_exact
D:346,ORPHA:958,merged_by_name,disease_exact
D:347,OMIM:201400,merged_by_name,disease_exact
D:347,ORPHA:199296,merged_by_name,disease_exact
D:348,ORPHA:99892,merged_by_name,disease_exact
D:349,OMIM:219080,merged_by_name,disease_exact
D:349,ORPHA:189427,merged_by_name,disease_exact
D:350,OMIM:615954,merged_by_name,disease_exact
D:351,OMIM:620990,merged_by_name,disease_exact
D:352,ORPHA:254395,merged_by_name,disease_exact
D:353,OMIM:174770,merged_by_name,disease_exact
D:353,ORPHA:330061,merged_by_name,disease_exact
D:354,ORPHA:457095,merged_by_name,disease_exact
D:355,ORPHA:397596,merged_by_name,disease_exact
D:356,ORPHA:693661,merged_by_name,disease_exact
D:357,ORPHA:693681,merged_by_name,disease_exact
D:358,ORPHA:73423,merged_by_name,disease_exact
D:359,ORPHA:95409,merged_by_name,disease_exact
D:360,ORPHA:207038,merged_by_name,disease_exact
D:361,ORPHA:284460,merged_by_name,disease_exact
D:362,ORPHA:86849,merged_by_name,disease_exact
D:363,ORPHA:529799,merged_by_name,disease_exact
D:364,ORPHA:98837,merged_by_name,disease_exact
D:365,ORPHA:83597,merged_by_name,disease_exact
D:366,ORPHA:592894,merged_by_name,disease_exact
D:367,ORPHA:592900,merged_by_name,disease_exact
D:368,ORPHA:363549,merged_by_name,disease_exact
D:369,ORPHA:363567,merged_by_name,disease_exact
D:370,ORPHA:279888,merged_by_name,disease_exact
D:371,ORPHA:318,merged_by_name,disease_exact
D:372,ORPHA:243367,merged_by_name,disease_exact
D:373,ORPHA:623801,merged_by_name,disease_exact
D:374,ORPHA:293173,merged_by_name,disease_exact
D:375,ORPHA:99920,merged_by_name,disease_exact
D:376,OMIM:606752,merged_by_name,disease_exact
D:377,ORPHA:98916,merged_by_name,disease_exact
D:378,ORPHA:79126,merged_by_name,disease_exact
D:379,ORPHA:86851,merged_by_name,disease_exact
D:380,ORPHA:90062,merged_by_name,disease_exact
D:381,ORPHA:178320,merged_by_name,disease_exact
D:382,ORPHA:513,merged_by_name,disease_exact
D:383,ORPHA:488239,merged_by_name,disease_exact
D:384,ORPHA:566393,merged_by_name,disease_exact
D:385,ORPHA:518,merged_by_name,disease_exact
D:386,ORPHA:662934,merged_by_name,disease_exact
D:387,ORPHA:99887,merged_by_name,disease_exact
D:388,ORPHA:329469,merged_by_name,disease_exact
D:389,ORPHA:98917,merged_by_name,disease_exact
D:390,ORPHA:98918,merged_by_name,disease_exact
D:391,ORPHA:98834,merged_by_name,disease_exact
D:392,ORPHA:98833,merged_by_name,disease_exact
D:393,ORPHA:86845,merged_by_name,disease_exact
D:394,ORPHA:102379,merged_by_name,disease_exact
D:395,ORPHA:164726,merged_by_name,disease_exact
D:396,ORPHA:102381,merged_by_name,disease_exact
D:397,ORPHA:98831,merged_by_name,disease_exact
D:398,ORPHA:98829,merged_by_name,disease_exact
D:399,ORPHA:319480,merged_by_name,disease_exact
D:400,ORPHA:402020,merged_by_name,disease_exact
D:401,ORPHA:98832,merged_by_name,disease_exact
D:402,ORPHA:402026,merged_by_name,disease_exact
D:403,ORPHA:98277,merged_by_name,disease_exact
D:404,ORPHA:402014,merged_by_name,disease_exact
D:405,ORPHA:370026,merged_by_name,disease_exact
D:406,ORPHA:102724,merged_by_name,disease_exact
D:407,ORPHA:402017,merged_by_name,disease_exact
D:408,ORPHA:585867,merged_by_name,disease_exact
D:409,ORPHA:517,merged_by_name,disease_exact
D:410,ORPHA:263524,merged_by_name,disease_exact
D:411,ORPHA:247546,merged_by_name,disease_exact
D:412,ORPHA:35889,merged_by_name,disease_exact
D:413,ORPHA:231457,merged_by_name,disease_exact
D:414,ORPHA:86843,merged_by_name,disease_exact
D:415,ORPHA:90064,merged_by_name,disease_exact
D:416,ORPHA:43119,merged_by_name,disease_exact
D:417,OMIM:612376,merged_by_name,disease_exact
D:417,ORPHA:520,merged_by_name,disease_exact
D:418,ORPHA:231450,merged_by_name,disease_exact
D:419,ORPHA:454831,merged_by_name,disease_exact
D:420,ORPHA:231466,merged_by_name,disease_exact
D:421,ORPHA:139417,merged_by_name,disease_exact
D:422,ORPHA:592873,merged_by_name,disease_exact
D:423,ORPHA:43117,merged_by_name,disease_exact
D:424,ORPHA:98835,merged_by_name,disease_exact
D:425,ORPHA:284454,merged_by_name,disease_exact
D:426,ORPHA:309120,merged_by_name,disease_exact
D:427,OMIM:201450,merged_by_name,disease_exact
D:427,ORPHA:42,merged_by_name,disease_exact
D:428,OMIM:201470,merged_by_name,disease_exact
D:428,ORPHA:26792,merged_by_name,disease_exact
D:429,OMIM:102650,merged_by_name,disease_exact
D:429,ORPHA:973,merged_by_name,disease_exact
D:430,OMIM:102660,merged_by_name,disease_exact
D:430,ORPHA:55881,merged_by_name,disease_exact
D:431,ORPHA:974,merged_by_name,disease_exact
D:432,OMIM:100300,merged_by_name,disease_exact
D:433,OMIM:614219,merged_by_name,disease_exact
D:434,OMIM:614814,merged_by_name,disease_exact
D:435,OMIM:615297,merged_by_name,disease_exact
D:436,OMIM:616028,merged_by_name,disease_exact
D:437,OMIM:616589,merged_by_name,disease_exact
D:438,ORPHA:694356,merged_by_name,disease_exact
D:439,ORPHA:85138,merged_by_name,disease_exact
D:440,OMIM:201550,merged_by_name,disease_exact
D:441,ORPHA:2952,merged_by_name,disease_exact
D:442,OMIM:614723,merged_by_name,disease_exact
D:442,ORPHA:976,merged_by_name,disease_exact
D:443,ORPHA:213504,merged_by_name,disease_exact
D:444,ORPHA:424016,merged_by_name,disease_exact
D:445,ORPHA:213772,merged_by_name,disease_exact
D:446,ORPHA:424991,merged_by_name,disease_exact
D:447,ORPHA:424943,merged_by_name,disease_exact
D:448,ORPHA:99976,merged_by_name,disease_exact
